id,target
4941,6057312.057562125
51775,588048.7261991862
115253,2182723.048853897
299321,1277193.3563297717
173570,697572.495794696
30862,1313300.1204753895
244471,2031138.1525026448
127794,660627.2671361453
71558,2386858.1140796095
218011,904530.4225558871
148208,2969935.59995325
155735,688777.8269885655
100698,3958974.312783303
241403,1267676.6166142148
195272,2187341.5497153345
238663,1945104.9590060129
262957,7576142.924427829
207082,1403747.902761454
298896,434237.5288372872
220946,645314.4677549137
74581,1248057.777609206
253578,4083568.218784284
47620,2932195.257896842
92772,2362925.682424732
116904,1606232.2382056138
208352,3933561.67455733
76044,1328764.2545004033
202667,977206.7515810283
62134,4556358.237251199
277353,4392576.904952265
64194,2656011.148616872
295822,3794636.239152641
27391,2762655.2668058663
203500,1209001.8355693996
264505,1112176.8953345278
297455,1764613.778255011
137985,1240991.7582629602
47622,2266129.039512218
21911,1205153.3707049764
94181,3590197.6458086716
68117,1663170.8886966964
39648,788473.2809325121
73722,3042732.52106944
133456,1276229.4999795314
30763,6980961.886598098
58096,621310.958050798
126979,1336402.6812844516
149636,1786380.607186031
27810,1878934.8959989373
272001,3303548.3384057074
114617,6838055.617724476
190693,4487719.356181989
219814,2151023.378891559
67164,3710662.1854610513
83961,5317157.217299742
254122,1519158.7025794839
141378,5402160.698066766
151754,1113289.14967003
125013,1185972.00717133
273552,1158801.0676931508
201853,1639498.17258775
99511,2816246.229741435
25140,4048713.5442016516
7603,913563.8097423334
84095,3299770.283182943
84071,3890465.459601672
151177,1943825.2006339245
294081,675676.9646862347
88694,1973581.5458658414
99932,1210709.9044991818
14442,732147.5403120178
162220,1951468.0120176075
163631,5676795.202655978
49023,972957.1829734704
80644,3811052.8120740103
274016,1608203.7537544232
64876,1072407.188501152
156696,4112760.759854528
295991,1599473.735602937
192037,2659593.9154455373
118765,1196048.5152220652
94748,2378033.0923856194
251764,4229528.261588598
60381,975230.250907572
283938,1012000.9053282106
195995,703816.1842182911
112778,2210718.617633533
76727,1161104.0724000032
21435,1506971.0736301674
17468,1918494.1672805462
225673,4549112.815073123
79759,2446680.7486126716
257599,809699.440720616
270720,3370758.0965850214
153801,4409970.8326921305
92266,2169109.040302143
207329,3834329.9125716668
243955,5768376.638201536
288928,4967672.203472309
186600,1777889.5393161634
48005,646212.9902545826
212520,1687380.7219433407
294075,956684.1286684276
131575,2361058.3010816798
202057,3369088.5226833243
239160,1070957.0478023596
92611,1306291.3330471134
268351,1776311.7036896264
259109,1935740.1330070226
265328,996569.2864270079
229144,1271065.8989051878
261302,1629493.7792634661
84117,2433730.4167627315
31189,3576688.5308263525
107254,1747696.1275094328
192798,1711055.0403144625
28083,2206241.9528624536
118789,3863639.675472317
2152,6984155.751148796
287026,1063587.7314932635
249169,1783651.1443029246
137539,4801694.3515389515
46291,854373.1951560265
30233,3291656.1442673374
175145,1523654.757871866
50676,966402.5177811449
71570,1525990.1769582804
219843,1496670.7442472356
36279,2489702.1673675855
66052,572976.5079800298
252609,1928712.94776718
24783,9886082.824358486
299327,3211455.1701347013
95349,3451302.5913684615
46332,905069.5096245334
91240,3457906.9624314066
5445,1415525.8848885652
272876,1774963.5615975119
43811,1508842.6981571773
217082,3042272.624355366
100370,6840735.572853393
258874,653866.5108858577
121949,1164424.8055575492
212950,576859.16903611
200057,4935539.973293642
229177,1719558.5491535438
287838,496640.72821481264
213118,1801142.917193323
176475,945281.123155406
118176,6248873.634761193
209024,1171100.0957312628
221906,2197235.6481389077
42493,2571368.0007388233
223728,1553773.2049504463
141993,3860167.0689118886
55675,1633384.209019326
224087,3364125.265380376
83655,714768.1046729996
61917,1754742.0301665552
153665,1496425.9760633418
155758,4838872.8228969015
190393,5710394.245750815
231050,843807.9405837761
201122,2419241.4432524466
59267,1221346.267040466
262487,9906317.35728956
188582,2432609.058601832
131814,1168325.9251615196
73949,4475827.603034939
154308,3722397.9923698492
167194,744582.8869523001
277393,2678701.2927695974
196835,1855270.488866391
91690,2646010.23013554
162086,2258192.911483738
231058,2112477.5605940796
54120,7552705.568277277
247858,3996018.7907599183
98092,905237.622051711
271915,2827599.6952405
44677,1451450.8947000736
56078,1021244.3108348236
129375,2754589.813250196
133361,6357765.124639402
85866,1461279.3943321654
191559,641015.6036130242
218728,1530304.673424956
208771,2539395.5612062244
109195,1278641.1918316463
39549,1860626.2067505398
169828,2384066.4613279607
57416,2014237.2050994346
33193,6889044.72293389
173865,3795239.7298939754
50919,3607198.815207084
108504,1318326.6025680138
72963,1378281.3602968645
270712,1060795.313947999
63504,1374344.6842545574
26896,1391788.658652397
261152,1124043.380586295
8838,1227102.5252772095
16064,3095741.5885444125
107661,1874053.8615937943
130161,2773654.1408796543
179573,2026484.6577712453
116121,924296.910285317
32234,674256.3229464163
191736,906466.1781467999
57456,1239748.6686452655
160502,1161209.1336760938
215795,1623958.120170895
126714,3346591.747846868
173047,562260.8566951634
97726,1880250.3809912226
193811,1060659.255312681
17156,915228.9626897238
71055,1277515.5649756412
193990,985826.7559381493
52059,1291647.859791172
274757,2770275.0216863505
1558,5521856.908478629
253081,946154.8454531981
181909,2453901.1000142843
145269,1699734.1804607818
186660,3595785.052289317
6479,864032.5871331601
249414,1098631.7044023818
43182,1054017.9879163937
248529,2943389.425127834
125724,1912781.7001582587
214268,1386284.4196679157
270767,1769951.6851558466
141103,3166483.983035569
292203,6698510.742872179
62008,1232911.4863083186
89122,756775.7094571689
47736,10967527.913925078
222505,5406959.893236799
29628,724896.344713068
202216,1785446.8387454886
194828,955455.5063255713
18649,1447674.1512189438
199020,1782481.2248207235
111554,445117.6814492345
244687,4854059.383497655
230919,4045797.9751944733
42397,3880601.797575018
221946,3423879.8120840383
168390,697918.1824175554
175576,1392938.254479542
153541,1579756.270065519
74055,2204052.212480113
233828,5618147.878278224
131312,607018.0844740823
224154,10925741.159141991
266743,576486.2288197299
15594,941482.4586954041
227419,3012716.145986894
115531,2869612.8306689686
12282,486230.7926052617
21847,1183998.5878888303
86772,740652.4776527033
193139,1825775.519762349
100472,2436290.359322245
177774,4239784.489024706
224462,1956775.2961675473
255020,1706997.519519256
140852,3635321.843600749
6484,2302385.922920406
97191,3035683.57977643
218796,3564962.031454852
146934,689193.6688941513
183990,1604139.4100663478
150347,5315202.135584518
291295,5143084.855328365
175531,1614022.7712317256
80284,1592327.9099007046
64297,1395804.4197002652
221587,690723.5908091179
145984,4767619.120635235
266813,535999.2145923441
53725,1371389.6671463544
171137,974680.0478757069
212764,926533.387682296
30683,962142.0100726478
204086,2355045.8198456927
78594,5730367.053950536
162787,1603433.550454176
212279,1062113.6844100843
33141,519882.50757534173
13870,2703702.3237620066
205831,4420052.830789607
285806,2763521.222031706
13820,651750.8748243349
198918,669163.1579002072
165989,3871712.884647723
81377,1454451.5019060953
149867,531912.6798015265
192119,679003.1769499636
180210,1401520.705471353
147051,2450937.8287937385
127638,4449254.929696289
291867,1302668.5091901657
178582,4116808.044381911
127544,2823555.6536344956
235717,3396110.1143581076
171723,565650.5878477186
161574,538043.3043999777
75409,1582938.7169476608
90035,830679.2690853191
42840,666696.1087507957
8581,4841843.299347417
13664,5077152.472900611
247464,1483652.5757320463
96424,1952094.8262754665
194898,3362579.229847611
283532,2275256.073286459
69531,3576270.708224182
237884,987130.4406673822
261893,1451200.547048485
150376,501776.96011914953
182443,2177793.9134736992
224406,5368488.277749181
171332,1757390.801470048
140442,1550608.5426705135
154939,1331063.6905274515
131259,5582701.906049049
162293,1151744.905012031
292709,2202819.5020937724
264845,4512544.939551168
166131,3733423.142890791
132328,2010366.1811574192
208063,1996994.7588535564
48322,7466267.746080862
16624,612634.3932499348
4734,662947.6130442724
189590,4310906.537209546
101739,1173474.4054593
111000,2116177.364530967
198444,518863.0928631243
16638,3270193.300491853
55638,3716929.756562583
258788,1720026.393925388
238820,2523837.9187651495
115603,1412460.0968051765
246939,2161659.045354983
191530,768546.9566573679
11213,3373103.5650589974
27388,2537040.5876687528
229061,2883732.7853814713
251977,1067009.5682796806
23366,1622336.4451272758
10057,6940677.9703739965
112593,1987177.0811874506
268565,815527.3728673584
157455,5821180.369620687
59187,792275.7094141062
70372,6196929.678181004
126007,951871.3465394579
197380,843163.7081421146
271738,4550885.927818053
194635,2412823.641694968
165242,2254245.3531096736
47838,821111.1853177532
29771,1407748.6632995885
257199,637498.4296175253
61814,6892715.81391719
208348,4701807.468595126
191265,3944362.036772345
2157,6853993.417228094
188784,701275.8815778152
95787,1472811.9826566798
238436,1874205.336053837
239163,1936034.3720800893
295072,653361.1422873916
104338,6100009.422145777
291607,782897.9445701307
21708,2882512.3244850165
143149,3089714.7469803127
137148,4108929.052139393
78780,598353.4218844258
92536,1490492.4596396415
271294,1578829.434708669
79847,2819834.3678884474
274306,1156264.0097287241
153714,1238563.2245628748
117114,2366433.5430500787
295580,1692138.6146706957
153341,1450559.3903802393
242231,727422.8273307201
17420,3827460.1031634826
52376,1272295.9502101683
71440,516298.396218923
254000,1685468.654590585
199108,1800762.0566620044
146464,5484958.4149967395
154057,5307111.251106583
276394,2783846.1164864227
106502,3091906.307277936
84374,729680.9294704591
253180,1193704.3747701056
236365,1326110.8386571915
182279,1663148.484855129
221109,3557825.752122582
289706,1702341.5189356704
291438,1416879.181960509
71066,3954041.771443279
122789,6282265.845166931
194910,2727632.171043798
145391,2447759.5712260087
199164,830382.2481434313
266382,1438989.006841632
271414,846879.9976565404
167801,3500274.1949827583
61371,1721363.1791655505
228790,1578606.4202656338
290878,6479851.521248371
144980,709920.9989157253
119483,718197.2801339619
18604,1253915.8621041076
138393,1353414.2815945167
83163,4970331.860305782
77727,1354630.1983292354
224928,3710014.6482977313
28596,1258301.587490937
157996,5938195.403774187
108954,1690941.6363679674
200857,8561739.78542236
72173,541036.987220521
106183,1683681.3835364012
12328,1388388.2612355277
264481,4193885.196661634
96134,1677647.4246853963
129425,1586107.1542933923
80441,1418232.9275034405
260522,1607450.690428528
72154,969826.3302517994
93234,1129142.487314547
58502,2977175.757644963
277308,1050649.086543699
151009,1319154.7644862374
90763,658071.9648515552
275585,1000963.3898371898
77424,1045604.8822112622
50947,920937.2167228698
86003,3958912.9602117282
202926,1544663.8290938644
52894,5427440.80071948
152519,5291571.318515754
145898,2669997.2242277134
133627,1635348.501499108
113025,940074.9819438611
216655,2060894.4218622642
173878,2991209.0997665054
73954,2593158.8342478815
257397,629125.367851047
103663,1831877.4829796134
281910,1187414.6657333553
104079,1281272.3276043874
83563,1525772.4435840072
28436,953735.0156501195
206395,859432.5042872728
239720,2373187.9135423643
35659,1283795.0105951051
267856,3266641.4728269274
25953,1569775.8112918693
108843,1141409.3069607755
50565,2954436.135958986
241574,909581.4625797531
214651,1101069.2138815196
14904,1702693.0385103452
142217,2848781.6291011525
53741,2587984.244818528
17917,1447540.5833967852
46527,392662.53540686273
254258,2545472.043864945
117732,3892706.6242441153
84721,2104492.149453657
283229,1297160.2428281782
174501,1636867.8574878874
122944,932694.7703539876
1934,769204.8716505406
275793,1086186.2075226908
123228,1844290.1759010297
24600,6716088.532995082
230991,2314188.7336673415
56772,986772.6554871909
147503,1134744.5695200542
85741,1771038.6413951274
69716,1685975.8618587826
264260,2184423.342799502
65737,541936.4947431504
99254,1354355.863940022
223411,2898027.2389676315
116646,1195458.236759962
75954,1031435.3070033084
125531,2390493.2616447425
236312,2407466.7173551545
76948,9009687.922938822
145527,4193498.753059278
164479,1816898.1408751844
282478,1667556.3434730673
110104,924403.4651071078
276716,991374.4299010868
21142,3501541.241400521
151238,523346.365586531
286033,3623610.4482897264
94009,573703.3829876018
109338,1629732.5309805642
148928,561959.1163815617
286038,7966284.1471749265
29163,1319602.7041920032
202367,2556540.7916141325
37813,5413905.61561773
55174,3566035.6839662725
113507,828684.1429203316
200332,7570179.988880363
273190,2131623.5774110537
242354,7200780.86285895
93315,1083320.3818060195
265463,2268028.4044993874
290432,941497.1613928139
237127,549011.3061216755
92371,1933718.3631203882
32067,3472389.8649189845
153031,3030502.9646089682
211606,1766925.025277557
224439,2554801.79377613
12783,1404563.251580259
281291,574194.5704948193
281984,1815494.7394122432
265609,824426.538166978
230594,859921.0333789581
22981,3257832.3657863676
68319,589455.8594327084
11283,2712193.901474527
32854,2754843.00023284
190653,434184.57632046466
154922,6716808.32907254
197081,658909.2264982129
128025,776238.7717771152
91677,1449746.7204670506
136087,2455888.167910951
182705,518243.13677874283
279387,637147.4259883149
4956,1823023.0258066626
157145,2323160.358580903
48688,1324368.6256867521
249114,652053.3329846021
56226,4843248.967576543
36312,604705.8239749724
105698,1339921.0816501097
229007,5235509.293292695
176855,1525865.7540828953
22354,3309192.9605612447
207970,1073791.1914879694
297214,3597499.636218174
135511,3130390.6934732096
260469,4680711.787703817
293208,914278.5078777403
134761,916171.12214799
272312,601745.6501731493
145389,830079.9899130424
32197,1546041.981979315
186084,2678970.1788216867
271387,533746.1948926408
132995,796169.9327951614
192595,607202.9256560708
290210,558032.9023566727
83443,914996.8192612131
124860,2696025.9112171396
7705,2440358.0068634027
260422,1943643.5390585058
181743,3666054.7655369244
290212,2402583.3353685886
9061,2621574.864663612
21022,6326113.736818064
292036,904157.6286911217
205024,3583804.9695319845
255239,833639.9244130545
55356,1074809.961282039
40148,2359152.4600912174
262338,3603029.2542422614
157872,1812892.5944010634
4086,956486.7360405292
1708,1895431.147618669
199518,510568.7734522647
278815,3842678.0961382557
295018,3632417.731052204
118980,1352573.8022532791
122442,3023327.375181088
247466,785369.1676461039
253410,4511170.71910067
238889,6046274.182259533
196664,815416.0653516263
290464,1345921.6765403822
193963,2202327.451126794
7875,2746409.413799626
98708,2065190.638461633
119110,1325550.5466831753
138008,2122245.778548576
12951,1076255.1833416382
192497,2239296.945838383
163408,1477670.8828101284
261640,2127881.041019878
6869,1981593.3898057358
165580,3186130.311391331
136767,576666.9286227307
225731,1286860.8487354927
3022,1126754.8471952851
196076,790159.4419520779
234587,1133337.6657289362
66309,2619999.9443778372
57974,1875871.916143861
140097,550478.2336056056
32336,6048956.048888805
60783,499437.5648840516
230910,1492689.8540324213
26786,1971001.624086684
138068,764131.9749028721
180764,2859645.759744792
219326,1821741.4982253734
231866,1543566.938741397
67828,657764.2841546641
204206,2958502.9246957176
37390,1973787.887787538
37186,794089.078846685
84334,1979766.8006826206
71283,859694.1049127526
148429,5140055.177477676
7614,9596393.027885731
140256,2998390.6685799547
41175,872009.3012254146
204658,985444.890867569
254,1184991.8085442807
291739,2987522.9103488876
78120,3447323.5046518142
243905,1761314.8706262442
100629,3249575.3569205306
10320,2423144.279430029
39112,3858127.6840792825
165420,1203303.5185380888
79869,1032150.7939987977
40303,2599090.6767586158
44931,628086.235414983
183655,7486536.691192651
275748,1402093.8874533784
244053,1282013.7871628753
112183,466645.6801816752
23550,1461935.571577348
167445,834782.2571221592
47663,985558.2599771082
233486,682519.531976299
214669,2501813.1884607677
193840,6050421.484812636
237418,2111895.66867166
178557,841858.6539427196
261996,979196.5963334059
197206,1018930.190059261
14423,585831.7696260721
217456,1816512.4330075753
3491,649190.591290273
85439,3052347.480638236
172233,617615.9468085495
116132,2261890.6723845354
144546,7618085.12162976
208036,1425732.3586720307
242688,2266835.5752313477
168749,3678183.952010617
69768,812855.3362347197
136620,3252488.981947933
296697,4588534.609178579
155710,764164.7685932898
260326,1368739.0762791464
72034,2132008.8419704535
282627,1190513.8542744082
205225,1008151.1472254513
257409,1071938.115018496
294246,4409792.620776022
121044,6579232.64736109
293316,601028.5259102377
40795,630498.6453779995
204324,3191498.975485726
18386,6933649.515878398
229140,2193991.1505124397
50559,1465811.0273438832
99134,3123699.051536266
147027,946504.786117384
49,2673944.0509420396
283905,2344032.2637194116
134705,1819822.9567200856
99117,936176.2554510102
99095,1025822.660776867
155252,874098.9413992472
254189,1538414.6978429768
291695,1545976.5559526843
103503,1471380.1800285424
126176,2459803.5001012613
56197,941540.4851797549
232602,1154135.9688920754
176023,1567730.4837781587
297580,1716350.8278643286
19701,2586396.8218209064
246188,956314.6921598656
199493,1483929.218645445
186419,3274284.082023895
229402,566999.3934707682
158343,2925428.199087099
179257,2759875.1102158804
142785,1141674.6676577146
264280,640503.9801281824
73884,2036700.7143193977
183130,2556664.223775394
20963,2569159.4746184824
189828,1212876.759254447
294413,1032566.1441720522
130633,1323516.3639974152
245740,1301634.5318220076
289680,1176348.7229975138
7411,1217880.3353959413
92893,3764735.4256824437
257980,1291020.4043398334
99474,1294424.2628115504
233340,755037.9173853053
153240,555287.302009645
