id,target
4941,5400875.1577857295
51775,1025288.6317856845
115253,2250193.815167595
299321,1244129.7455608717
173570,615355.8172159954
30862,1427988.39092522
244471,2173750.1865526056
127794,543654.7734957142
71558,2596085.880094951
218011,1010381.5762157432
148208,3128761.3465350233
155735,646173.9911683551
100698,3473944.0262507168
241403,1510052.9083413344
195272,2495998.3909380776
238663,1511852.3223411737
262957,6061957.550009688
207082,1169987.6009632864
298896,390727.4859165147
220946,791402.0187216608
74581,907682.7921980481
253578,6114609.182039869
47620,2594772.786739834
92772,2228863.6358417436
116904,1985135.2092847489
208352,4133765.398428944
76044,1507614.5623347296
202667,620338.9209823844
62134,5050988.77101167
277353,3762679.440183876
64194,4147001.081988833
295822,4241859.783706941
27391,1735860.0924102913
203500,963918.6632764746
264505,1169373.805506925
297455,1529503.4630822288
137985,904872.3973297965
47622,3463382.4667472546
21911,1209759.8312504787
94181,2602933.8830339145
68117,1378777.426993341
39648,683958.0970008307
73722,3064570.538169546
133456,1010413.1382249744
30763,8144666.373448418
58096,507801.5557795556
126979,2382617.919421404
149636,1741105.1850445615
27810,2139481.0043075937
272001,3733687.1898945062
114617,4672654.604613424
190693,6120029.427521685
219814,1948292.9446705736
67164,3354781.4349731035
83961,4450915.498900446
254122,1907195.7783463849
141378,6968915.805892498
151754,977378.9945434065
125013,857031.2612518198
273552,1092495.7442882753
201853,1327261.3931528064
99511,2875100.7571514496
25140,6350725.325542605
7603,965619.8728157126
84095,3275682.6685308223
84071,3213376.178957519
151177,1766207.9384945869
294081,1064954.5215581353
88694,1805931.214882266
99932,1162509.6683395263
14442,841976.5783419228
162220,1809221.0709364195
163631,5118641.076416459
49023,1074174.3395832928
80644,6624851.139817598
274016,1571050.6009925052
64876,1182277.3640146533
156696,5178686.978234
295991,1906621.2004603525
192037,3517251.598296232
118765,1148367.825660113
94748,3084298.4716021437
251764,3669568.633820664
60381,487159.85399993096
283938,577617.7980959851
195995,453065.54239960783
112778,1836886.1310899325
76727,1964012.1729695532
21435,1904823.7344335557
17468,2848962.0014000004
225673,4033857.098016397
79759,2923940.095169672
257599,1004110.2939562042
270720,2991993.1931966227
153801,4109530.1399167674
92266,3712396.937592604
207329,4833103.003454854
243955,3906916.95158107
288928,4972383.186556289
186600,2763871.177421865
48005,953933.9475216109
212520,1533003.7183147026
294075,925785.732434164
131575,1725176.0380878774
202057,3182346.5614091563
239160,1193148.6986407358
92611,1256917.7877632945
268351,2461207.1534130643
259109,1764252.5110687593
265328,1177883.1713557136
229144,1476723.8871259573
261302,2090208.1074990465
84117,2534829.1178295882
31189,4587360.789343097
107254,1729653.7561661974
192798,1552397.311231508
28083,2054164.9864340501
118789,3348114.3510835385
2152,5189441.416545877
287026,1143268.1393675979
249169,2051006.446668479
137539,3394580.675153154
46291,384186.5181620492
30233,3957719.208523382
175145,1125327.2375420122
50676,659358.4778083886
71570,2087179.2544573164
219843,2506626.259239214
36279,3477023.8470775466
66052,638989.143512212
252609,2346741.1744191265
24783,7985566.810849168
299327,3729524.769357717
95349,5217321.007598401
46332,741946.1311565856
91240,2279087.6185580967
5445,1237708.6901882114
272876,1296477.3021371386
43811,1755851.8811068914
217082,5550361.158618734
100370,4071161.340754059
258874,639935.0825413744
121949,817451.4848998106
212950,477377.935196082
200057,2959825.9508670983
229177,1517033.132713481
287838,482117.59186984313
213118,2123283.289976261
176475,934355.1474618991
118176,6895763.493208327
209024,1811918.4994624162
221906,2400823.7028424065
42493,2046540.4956819743
223728,1317121.3348071426
141993,4091627.6954637337
55675,2451191.4556980673
224087,3091265.596221712
83655,1564027.1515887976
61917,2370450.688415369
153665,2466472.262260694
155758,8971771.26724812
190393,7073013.9434692655
231050,874750.89427793
201122,3444109.4798453194
59267,718970.4900533104
262487,6677493.221859302
188582,3359775.443092791
131814,764380.2703202774
73949,3137349.5094228727
154308,9670178.466859674
167194,705499.2289709441
277393,2279824.4775795424
196835,2289011.1357774828
91690,2159757.6559108444
162086,2258702.429062012
231058,2965877.8186797993
54120,6452559.708676521
247858,4076618.5589951025
98092,917751.5004841718
271915,3124960.5065245233
44677,1701133.8384445223
56078,1145623.9530681053
129375,6171402.170211566
133361,6163694.412769548
85866,1973784.6808538027
191559,567197.3136979206
218728,1583743.6973916288
208771,3603255.9812797923
109195,942060.4763722036
39549,1133278.5770751147
169828,1709590.2096281643
57416,3260476.2483350327
33193,4646193.038394126
173865,3518769.1907125534
50919,2559194.8045988847
108504,1705169.877668987
72963,1837346.4664413272
270712,1413800.4339793092
63504,1614156.2205067521
26896,1459676.152516785
261152,1394301.651817965
8838,633583.1458016812
16064,7161687.752251417
107661,2822278.296535022
130161,2088456.1226668637
179573,3589382.476177803
116121,536438.69083549
32234,431698.00698472746
191736,1082500.636758157
57456,2058119.0497123483
160502,1501376.5900763297
215795,1465058.1494904663
126714,4095974.66770972
173047,424987.0399529295
97726,2281496.434321127
193811,1306692.9066821276
17156,1108569.1139674187
71055,529403.4797322693
193990,979231.3776334588
52059,2407392.965960257
274757,3585438.1895379513
1558,5581785.064501812
253081,388181.85836666886
181909,2151726.197959289
145269,1953771.8900501002
186660,5737813.25759539
6479,1352020.4970750208
249414,639913.1543241383
43182,570342.8249549915
248529,3685342.914994895
125724,3275704.1976099317
214268,1790782.9978201056
270767,1760272.1158916673
141103,2432905.686179511
292203,6180212.8035547435
62008,1722456.0613605063
89122,802049.9192276663
47736,6959623.431285208
222505,3400023.550914625
29628,714509.9215974947
202216,1777554.8064995732
194828,712339.0961956641
18649,1291982.673747583
199020,2229207.5298691257
111554,496175.6850366035
244687,5138862.690201713
230919,4229519.291205754
42397,5288645.211785805
221946,2387101.4751257645
168390,866992.0104743579
175576,1328616.7203132159
153541,1442503.6797935404
74055,2269803.8238908723
233828,5385123.603313566
131312,520050.4052207526
224154,4667976.295850365
266743,542294.191421257
15594,998529.3147316293
227419,4287827.497969496
115531,4046553.501835571
12282,355468.114583033
21847,1483669.9436726593
86772,610654.105831433
193139,1961148.6362383324
100472,4376744.956534087
177774,3398121.278482644
224462,3907444.0743408473
255020,1964577.9150798789
140852,3430568.618720716
6484,1448476.9768106937
97191,2762970.2905499307
218796,6008393.61325777
146934,536954.908399792
183990,1361909.0473889494
150347,3499241.064321393
291295,8440947.315658985
175531,2042369.058734987
80284,3092889.78503614
64297,2102042.052775935
221587,1113116.8966377703
145984,2487397.1109934347
266813,510322.95869341923
53725,1165286.606964212
171137,591621.0036188927
212764,906039.9872390911
30683,1243760.8904544413
204086,2420334.492449802
78594,7678084.998086938
162787,1986387.9136304518
212279,996416.9923082137
33141,590526.6370726064
13870,2700210.74421476
205831,3582333.2048965762
285806,4382161.604499336
13820,678440.6747726196
198918,680505.2154754751
165989,4399534.950315341
81377,1666849.2188134536
149867,602977.79843602
192119,735091.0427372562
180210,882602.1797266069
147051,2515075.1786746923
127638,3561857.453192146
291867,2341218.320469127
178582,8430885.244333506
127544,4167565.307893727
235717,4604956.77253803
171723,522403.3793808452
161574,553678.2672595197
75409,2709899.1435074466
90035,674101.3307362644
42840,721172.1542897972
8581,6595690.526075273
13664,3689994.0335403117
247464,1027283.6188603294
96424,1821851.219145378
194898,3790993.424443963
283532,2010725.9809669391
69531,3961133.4704668247
237884,1038190.8345066095
261893,1381891.1637494653
150376,486494.87898911454
182443,3242255.3841747264
224406,4357565.090170947
171332,1764250.8485374476
140442,1603691.916395748
154939,1433594.7228814806
131259,5943310.961889057
162293,968082.8323474092
292709,3479001.7482903665
264845,4924051.1206690585
166131,6910736.546446907
132328,2373132.592882081
208063,2896433.3836463224
48322,7250580.140790924
16624,478305.33993192296
4734,838830.1778899478
189590,4826658.94604574
101739,945107.6424729468
111000,3374589.936566006
198444,435059.44824557716
16638,3175916.705580198
55638,7486433.230033497
258788,1259258.4715811918
238820,2072428.2133387742
115603,1295922.9393843266
246939,2906774.9670886626
191530,846628.2945816051
11213,2661133.9481638684
27388,2440530.802245424
229061,1975353.4483136404
251977,770417.1084809693
23366,1218175.6561287127
10057,8873112.808090307
112593,4399804.5986927375
268565,811983.6109442706
157455,3887163.160313874
59187,767996.7330843095
70372,4146588.611296054
126007,594328.453454965
197380,849066.7137896846
271738,5577640.1632889435
194635,3838127.7117923438
165242,2247053.676838235
47838,730615.7747362471
29771,671511.5347328205
257199,705618.1354666459
61814,3472511.09266299
208348,4509157.881232118
191265,7352706.214409023
2157,7120644.843710155
188784,416465.6305574143
95787,1477991.6446307667
238436,2422313.900201575
239163,1890171.8942361628
295072,572494.3803092078
104338,4007314.3972205427
291607,518504.632987276
21708,2920969.1433287924
143149,3330389.529070839
137148,4553606.826341972
78780,641542.3648471971
92536,1596595.766759898
271294,2015219.4592519065
79847,6760304.444600702
274306,525122.5479523771
153714,1224377.2084243349
117114,2817186.9663326317
295580,4463060.940660595
153341,2475223.24596901
242231,739621.3392367586
17420,5545364.352097468
52376,1899555.8319068674
71440,481762.9832990918
254000,2133640.125236744
199108,2103197.0880125468
146464,6237459.39992457
154057,4212742.635797041
276394,2819949.5092048384
106502,3457388.7241685847
84374,856536.6882750662
253180,1794210.9572165576
236365,1230139.9197399956
182279,1916390.7878311556
221109,4696220.985749356
289706,1572331.9724247518
291438,1905905.5957323723
71066,3715945.4622364244
122789,4315953.825786094
194910,1739271.85856857
145391,1780655.2573569182
199164,1855223.3671774864
266382,1142025.3890984678
271414,646130.0934517826
167801,2940049.4727626634
61371,1992113.2216475178
228790,600360.224663855
290878,4690063.284112005
144980,734573.9343904133
119483,987830.2587663711
18604,1534947.1823353965
138393,1661818.3610921842
83163,2346345.3976822034
77727,1551391.260279681
224928,6615537.5804906525
28596,936837.4460174835
157996,6838910.774334063
108954,3620042.3250736953
200857,7734628.494325256
72173,452890.67077535327
106183,1827385.7067853669
12328,1600050.7060109377
264481,7374208.302371021
96134,1947830.0651049337
129425,2325882.6734606074
80441,1205218.5935483058
260522,1716936.4030728876
72154,1046205.250580534
93234,1456460.670987209
58502,2879172.2591923126
277308,1456645.906717769
151009,516455.24853275827
90763,729532.5692703974
275585,588029.9638314007
77424,1137114.8923993933
50947,477886.30104121036
86003,4351879.610535885
202926,1679589.8606414408
52894,3472159.87205628
152519,3300380.2874547825
145898,1773175.2723339049
133627,1601995.6252821332
113025,710541.1803785426
216655,2771740.2605063915
173878,6424787.583881503
73954,3726336.505888787
257397,623919.6389580003
103663,2438471.8587964717
281910,1357801.5131161863
104079,1527592.9238690704
83563,1673908.7447477856
28436,574476.7982285194
206395,453576.33530101966
239720,4078968.398922546
35659,507925.7233309767
267856,2720409.3282441064
25953,2192462.427150588
108843,1429039.5601390947
50565,2117367.467668691
241574,801735.4863188032
214651,782591.8221319767
14904,1312854.2564996597
142217,2966797.071601949
53741,4424116.167842042
17917,1610599.4868051275
46527,385327.8165244915
254258,4215746.833343198
117732,4252010.365114509
84721,2196429.247524466
283229,1982121.0647878167
174501,2314427.7218348826
122944,931029.2640355068
1934,421219.22287457477
275793,604150.6464184362
123228,1737117.4038881666
24600,5164618.44616715
230991,3279537.9037553435
56772,2553816.367145399
147503,1098407.7765190676
85741,1921212.5744081773
69716,1793219.19157246
