id,target
4941,5980990.29709027
51775,1331627.0775440952
115253,2129764.614889167
299321,1238337.0213132873
173570,640092.0580962056
30862,1396749.435321223
244471,2260309.752536313
127794,605554.9409538683
71558,2684010.076738136
218011,944343.2648857126
148208,3998877.8198204935
155735,616933.6580376246
100698,3810515.1470174165
241403,1410472.1310720323
195272,2400856.967563222
238663,1432481.5249110744
262957,6020379.23489159
207082,1284133.9436978388
298896,368585.8191295224
220946,848036.1441674471
74581,898565.9288524617
253578,6523167.435562968
47620,2447759.4051573733
92772,2573312.1034526653
116904,1885992.860072742
208352,4287232.213034891
76044,1391148.191768879
202667,681748.9788632848
62134,5249585.616685756
277353,4234686.996327239
64194,4083939.2010042
295822,4802889.846350726
27391,2118144.3746999023
203500,900758.5242926187
264505,1259027.276371656
297455,1673249.829757745
137985,1090166.56583603
47622,3408851.5465027294
21911,1100439.967878419
94181,3008981.9087594766
68117,1557283.0423348718
39648,697029.3363335774
73722,2854790.1195892473
133456,887791.0918606007
30763,7357823.932463754
58096,530261.9079102285
126979,1833808.8154983982
149636,1507382.114574164
27810,2412703.112169978
272001,4702234.913002862
114617,4555993.419085835
190693,6537713.356081033
219814,1961871.7068700565
67164,3575025.8950440325
83961,4255539.62217568
254122,2664162.0699382187
141378,5561256.408747072
151754,939191.2721173399
125013,843421.9963843985
273552,1028691.87401525
201853,1042970.4887215679
99511,3148032.003512264
25140,7550378.072095457
7603,890996.7593375813
84095,3588310.8140113545
84071,2958024.0676244544
151177,1871931.9549427787
294081,1259670.2877599304
88694,1987820.8496055622
99932,1149518.2624052756
14442,809165.2153669425
162220,1761457.110305857
163631,4153579.0732376063
49023,1334003.3076631213
80644,6720087.054761019
274016,1618542.805820358
64876,1247858.9524542969
156696,5193121.651676379
295991,1979005.2649842638
192037,3787028.3974601165
118765,1202687.434530671
94748,3541431.4705518456
251764,3548305.2577393744
60381,547996.0730295723
283938,553142.5240871302
195995,438412.7433077747
112778,1794108.256135896
76727,1564074.9538220882
21435,1818371.199310902
17468,3255729.491256422
225673,4041983.567738626
79759,2792507.7926879507
257599,1210080.2006565088
270720,4325905.422589019
153801,4374161.462852501
92266,3878792.20279216
207329,5655360.856917872
243955,3543463.7168668956
288928,5216024.248043402
186600,3168868.9665126884
48005,1004741.7008377942
212520,1706567.2524910094
294075,1028538.3930249461
131575,1949647.0752862936
202057,4480331.155710724
239160,1463241.434584864
92611,1194698.8306018095
268351,2346489.133112085
259109,1626790.2242557143
265328,1293266.7085064591
229144,1530551.851315089
261302,2189180.349661508
84117,2616948.544239899
31189,4938650.025231232
107254,1640313.5743548574
192798,1340327.177082556
28083,2613655.5191788655
118789,3394422.721993089
2152,5779108.766336833
287026,1074710.7237584437
249169,2212508.932110392
137539,3529899.7539909813
46291,397107.6232561063
30233,3611176.9908674257
175145,1355119.2878472728
50676,672770.0172762336
71570,2133334.2635862296
219843,2152427.295875317
36279,4124757.9233767027
66052,657854.9760599904
252609,2246067.0058006146
24783,7254818.5022934135
299327,3584342.2594230636
95349,4872969.170793548
46332,746423.3205127673
91240,2405804.8058815007
5445,1341634.0462987483
272876,1461730.9408324133
43811,1783937.7623872284
217082,5657140.377116177
100370,5090550.264295744
258874,688609.3499618868
121949,984667.1288174432
212950,446560.11196523625
200057,2985809.5644528265
229177,1507191.6325936844
287838,516426.49018114246
