id,target
4941,5024535.977251814
51775,883717.1956389709
115253,2283237.539494254
299321,1210364.9563394913
173570,566980.9417492268
30862,1464436.578434602
244471,2157466.302469178
127794,534971.6560010955
71558,2424259.5246807444
218011,991214.0397151675
148208,3077798.589756268
155735,565648.0688136823
100698,3571477.337355904
241403,1471312.8993657453
195272,2455928.027097434
238663,1439243.0528353162
262957,5804639.162173456
207082,1333489.4387713454
298896,397741.7930026249
220946,576660.7048992083
74581,995681.468932076
253578,5810758.496565758
47620,2422584.872574639
92772,1863295.019875075
116904,2142396.466693041
208352,3162328.823399496
76044,1211659.5591398661
202667,660299.2758702157
62134,4998567.139798314
277353,3691526.184333155
64194,3639331.370963234
295822,4526963.846567965
27391,2533739.5535101746
203500,1178008.8006761528
264505,1224533.9862491458
297455,1468730.8301271196
137985,1151913.7872302851
47622,2693374.263596341
21911,949751.6906699042
94181,2251549.7733526374
68117,1447007.9224508745
39648,643820.2266173101
73722,3043178.239713563
133456,1043093.9425258669
30763,7082154.030180923
58096,525845.9085578609
126979,1935090.7090853888
149636,2021984.2040264094
27810,2303740.5253046188
272001,4939604.123711584
114617,4416951.058766841
190693,5780823.726210675
219814,1955400.7347878919
67164,2727768.7547476655
83961,4881494.310337946
254122,2616955.672778282
141378,4928110.67759543
151754,877880.24830239
125013,747171.9892742094
273552,1096456.309498761
201853,1362944.3926286602
99511,2584074.741635845
25140,6523088.242324458
7603,918659.5359505599
84095,3606274.9431760064
84071,3514399.997607863
151177,1799442.6875695335
294081,926560.3221282688
88694,1544573.506948361
99932,1185654.2468749478
14442,964341.7492960873
162220,1667692.2736450285
163631,4389498.008778773
49023,1148207.3413280225
80644,6073895.470049874
274016,1617724.6593935573
64876,1050179.6452691043
156696,3595855.6097577857
295991,1998352.8694631294
192037,3610076.997162704
118765,1158461.8288695265
94748,2695302.4243734614
251764,4208500.305037721
60381,559566.4358046612
283938,579943.6174787333
195995,454455.0035319731
112778,2096437.9229942183
76727,1329061.8069282353
21435,1716330.1335728306
17468,3063996.759477122
225673,4297491.071206484
79759,2713792.849755207
257599,875235.1698594003
270720,2937229.363510783
153801,4172228.455599433
92266,3210199.9388083075
207329,5588040.77193375
243955,3413827.2083737804
288928,4571027.559604592
186600,3409870.7698270953
48005,818383.6535439349
212520,1787735.0038824745
294075,874785.8391693223
131575,1865892.834834534
202057,6243782.5533356285
239160,1225769.025488175
92611,1239660.1198838747
268351,2161256.6242003413
259109,1516916.1992453258
265328,1099586.1318801125
229144,1431664.966270182
261302,2044234.1325384858
84117,2625857.922608835
31189,4129959.683298108
107254,2244935.200209253
192798,1590401.8536707216
28083,2844966.2330431915
118789,3328031.7462631343
2152,5723869.427090009
287026,1088369.4492047734
249169,2097116.8561752497
137539,4091132.95017646
46291,402622.5628986228
30233,3851197.8464045264
175145,1978115.6544906315
50676,703671.8581240108
71570,1525278.3418732884
219843,1859194.7936640084
36279,2391961.2687927694
66052,573174.0515515114
252609,2346820.473895847
24783,5797916.903408635
299327,3253252.470761003
95349,3971495.986359624
46332,628511.1067161474
91240,2368296.0438759793
5445,1200721.9101329758
272876,1252554.2513420868
43811,1681533.4817937214
217082,5021641.757071707
100370,5032936.582365829
258874,703102.5645289652
121949,806022.0144971671
212950,457835.215316235
200057,2782482.1454722313
229177,2052245.0266029292
287838,500153.22190940613
213118,2175545.2474533613
176475,862349.7997855657
118176,7834213.568677433
209024,1177667.2633668524
221906,2341183.8712620353
42493,2194214.007819159
223728,1371363.043193888
141993,4314423.06498402
55675,2782919.993557202
224087,3679367.84579681
83655,900149.945930663
61917,2967858.1409876966
153665,2124924.9040700584
155758,7756740.115107779
190393,6410373.746774034
231050,884135.1931687666
201122,3650203.5185585823
59267,605677.1660487225
262487,5676437.355178173
188582,2645550.5976771503
131814,789583.4599276681
73949,5642305.527968903
154308,9757588.921963692
167194,673796.1001269348
277393,2262760.3908235226
196835,1370294.88664252
91690,1794022.8162497166
162086,2107127.430105377
231058,2856026.189571729
54120,5170362.886592621
247858,4260753.6505817305
98092,828068.4715119924
271915,2960315.9029965154
44677,1550853.128084893
56078,1006483.8718540237
129375,5361072.074098152
133361,5130683.424822782
85866,1876720.9253338268
191559,580341.6871315233
218728,2056814.7402623869
208771,3054692.5618236875
109195,1282877.4613711068
39549,1321836.9583774647
169828,4036702.0922537674
57416,2515451.2770009493
33193,5505838.309171828
173865,3181162.1737139663
50919,2726394.507420564
108504,1880590.3644315684
72963,1969987.4578031534
270712,1474079.9708910023
63504,1291148.0426671582
26896,1353854.2089265161
261152,1326917.9293272214
8838,580764.2741348662
16064,7238787.201921884
107661,1942159.881339883
130161,1841106.8752728696
179573,3412104.6976782237
116121,668027.9985785843
32234,402482.39505008754
191736,1033386.1557914111
57456,1589137.0187015734
160502,1460317.082542037
215795,1418310.882424343
126714,3931659.9173691263
173047,478345.2123463754
97726,2591019.3931455812
193811,1217506.3032915255
