id,target
4941,4415154.0
51775,1032741.8
115253,2516029.2
299321,1287235.5
173570,614916.5
30862,1485098.8
244471,2161985.0
127794,513321.1
71558,2964889.8
218011,1108150.9
148208,3419855.2
155735,568268.9
100698,3656045.8
241403,1542437.8
195272,3565228.0
238663,1660694.2
262957,6231593.0
207082,1320583.2
298896,395479.25
220946,563683.1
74581,1259977.1
253578,6449382.0
47620,2805270.8
92772,2135664.5
116904,1982367.9
208352,3422984.5
76044,1628098.2
202667,747440.7
62134,4635248.0
277353,4034076.8
64194,3292018.2
295822,3516440.8
27391,1984798.8
203500,1298740.1
264505,1261955.4
297455,1445038.0
137985,1265145.0
47622,3072566.0
21911,1284754.5
94181,3392782.2
68117,1502482.9
39648,722063.4
73722,2741588.5
133456,1077249.1
30763,7787575.0
58096,541560.7
126979,1677151.4
149636,2445860.5
27810,2217243.8
272001,3948132.0
114617,4962411.0
190693,4860840.0
219814,1956516.6
67164,3113409.8
83961,3005468.8
254122,1677133.8
141378,6709398.5
151754,1105884.2
125013,880519.0
273552,1270912.1
201853,1312268.5
99511,2790289.0
25140,6551213.5
7603,937483.7
84095,3181259.8
84071,3318980.5
151177,1973255.8
294081,1230622.0
88694,2288593.2
99932,1015553.2
14442,758700.9
162220,1970951.9
163631,3759309.0
49023,1038851.44
80644,5048221.0
274016,1589637.4
64876,1137567.4
156696,4704665.0
295991,1978790.5
192037,3876619.5
118765,1182532.1
94748,2832184.2
251764,3771133.5
60381,552046.7
283938,616838.9
195995,517721.72
112778,2010310.4
76727,1976934.4
21435,1867973.8
17468,2647467.2
225673,4215224.0
79759,2876633.8
257599,976033.44
270720,3575623.5
153801,4029970.2
92266,2677985.2
207329,3890597.2
243955,4246579.5
288928,4561483.5
186600,2922132.0
48005,805940.94
212520,1501925.6
294075,809037.44
131575,3021539.5
202057,7256672.5
239160,975097.5
92611,1265960.9
268351,2199206.5
259109,1593793.6
265328,1031022.6
229144,1240590.9
261302,2084678.4
84117,2467558.0
31189,4146870.5
107254,1803344.0
192798,1262429.6
28083,1757859.1
118789,3744977.8
2152,5282141.5
287026,1144644.2
249169,1993996.5
137539,3693378.5
46291,425498.06
30233,4035385.0
175145,1357262.4
50676,741634.7
